tracking_id,datetime,windmill_generated_power(kW/h)
WM_19817,2019-04-17 08:53:20,2.4054361326816007
WM_18723,2019-03-30 07:43:20,2.5245561119004836
WM_34552,2019-08-10 11:33:20,3.2748304744946863
WM_28570,2019-06-26 03:53:20,6.534598504378285
WM_36934,2019-08-27 16:43:20,3.559386811202343
WM_46,2018-10-29 04:43:20,7.4627358703209365
WM_5545,2018-12-16 15:13:20,4.3747036562853845
WM_6959,2018-12-27 01:53:20,10.17015601107861
WM_9565,2019-01-14 13:43:20,8.125713999124486
WM_33379,2019-08-02 03:33:20,2.631983209756365
WM_24358,2019-05-24 04:23:20,5.783843786126693
WM_38536,2019-09-10 00:23:20,8.152258806291607
WM_30740,2019-07-11 20:33:20,7.2345179863557965
WM_32731,2019-07-28 12:23:20,5.36320568682942
WM_14062,2019-02-17 14:03:20,8.287987912097995
WM_15294,2019-02-27 03:03:20,11.061799603623761
WM_36014,2019-08-21 06:03:20,5.617365071549312
WM_5050,2018-12-11 01:23:20,12.193130153547543
WM_17819,2019-03-22 11:53:20,2.612714745119121
WM_1759,2018-11-13 16:23:20,3.2088717048134967
WM_27254,2019-06-16 12:13:20,4.531181168463035
WM_14482,2019-02-20 17:53:20,7.214634068792837
WM_40277,2019-09-23 05:03:20,4.420043588735548
WM_23364,2019-05-17 04:43:20,5.7716446886800865
WM_35071,2019-08-14 02:53:20,8.792737045039873
WM_1240,2018-11-09 20:43:20,4.89437464834696
WM_193,2018-10-30 05:43:20,8.439655690302098
WM_31417,2019-07-16 15:23:20,7.561475064430996
WM_37853,2019-09-05 02:13:20,5.948611680842177
WM_34415,2019-08-09 12:13:20,2.78899783829091
WM_20130,2019-04-22 05:03:20,3.5998210234293793
WM_36985,2019-08-28 01:13:20,3.015874693990041
WM_32816,2019-07-29 02:53:20,7.463352942046458
WM_9659,2019-01-15 06:03:20,9.292331526924341
WM_34192,2019-08-07 22:13:20,5.592645127897595
WM_7124,2018-12-28 06:43:20,9.075600754181538
WM_35945,2019-08-20 18:33:20,5.508449652787043
WM_29448,2019-07-02 12:43:20,4.012171833328956
WM_26129,2019-06-08 07:53:20,3.2809410645414125
WM_3566,2018-11-29 22:53:20,6.750355108299208
WM_1340,2018-11-10 15:23:20,3.0293095869735183
WM_14304,2019-02-19 08:33:20,6.5855700598683695
WM_22513,2019-05-11 04:33:20,4.906170962944805
WM_15672,2019-03-01 19:03:20,11.638440173959188
WM_28793,2019-06-27 17:53:20,1.7255582117423502
WM_13683,2019-02-14 16:33:20,7.211191673880054
WM_8450,2019-01-06 15:23:20,8.078929436086206
WM_39606,2019-09-17 19:03:20,7.702194172752523
WM_33792,2019-08-05 01:43:20,8.513670599621088
WM_39434,2019-09-16 14:23:20,2.946000508723674
WM_16883,2019-03-14 00:13:20,3.2075209655369448
WM_16423,2019-03-08 21:13:20,5.489975166151808
WM_19378,2019-04-07 14:43:20,4.025618267248919
WM_35176,2019-08-14 20:23:20,8.194895041884772
WM_39649,2019-09-18 02:13:20,6.14665296857878
WM_16624,2019-03-11 23:43:20,2.6661262149267664
WM_25236,2019-05-31 15:13:20,3.4867233990457884
WM_30165,2019-07-07 15:13:20,2.6140196091476726
WM_11229,2019-01-26 21:13:20,11.389450752640277
WM_22495,2019-05-11 01:33:20,5.618055334325253
WM_1410,2018-11-11 03:43:20,2.8514410126969794
WM_3502,2018-11-29 11:23:20,3.718314125944113
WM_11799,2019-02-01 03:53:20,9.317752960968976
WM_22334,2019-05-09 20:43:20,5.857903979643884
WM_37802,2019-09-04 17:43:20,3.61761038229332
WM_6663,2018-12-24 23:53:20,10.18185318965732
WM_29243,2019-07-01 01:43:20,5.132928883136478
WM_5320,2018-12-14 23:53:20,6.971146398828136
WM_16550,2019-03-10 15:43:20,7.1327466597015645
WM_2183,2018-11-16 16:43:20,4.118852988580783
WM_3438,2018-11-29 00:33:20,5.482215021742903
WM_36325,2019-08-23 10:03:20,3.257715044270675
WM_8597,2019-01-07 16:23:20,5.691417756376865
WM_31833,2019-07-19 14:33:20,5.109245997100597
WM_10149,2019-01-18 22:33:20,10.099584232733852
WM_38811,2019-09-11 22:23:20,8.133028017331329
WM_31073,2019-07-14 05:13:20,4.087032352061123
WM_1314,2018-11-10 11:03:20,4.977634603808752
WM_28386,2019-06-24 20:03:20,8.561937052434162
WM_198,2018-10-30 06:33:20,8.907317175958859
WM_10525,2019-01-21 14:03:20,10.816792871267614
WM_11900,2019-02-01 21:03:20,12.171318202192149
WM_18459,2019-03-27 07:03:20,3.7003518114373564
WM_33737,2019-08-04 16:33:20,6.447523967867355
WM_1851,2018-11-14 08:03:20,2.627762472777953
WM_21673,2019-05-05 04:43:20,4.646190376360817
WM_6566,2018-12-24 07:23:20,9.598630617197918
WM_36845,2019-08-27 01:53:20,3.0110545261930084
WM_7916,2019-01-02 19:43:20,12.120572893539538
WM_27896,2019-06-21 06:43:20,5.76431689126396
WM_21392,2019-05-02 11:33:20,3.49695182490186
WM_27683,2019-06-19 18:13:20,4.401010042748652
WM_8769,2019-01-08 22:13:20,3.81046574178472
WM_30312,2019-07-08 17:53:20,5.428241476991921
WM_29472,2019-07-02 16:43:20,4.125965646735662
WM_3189,2018-11-27 06:33:20,8.073975079556574
WM_18130,2019-03-24 20:13:20,6.08786023712279
WM_36279,2019-08-23 02:23:20,8.68127602791497
WM_28062,2019-06-22 12:03:20,4.855423124785272
WM_20790,2019-04-28 07:03:20,2.642469145923824
WM_18167,2019-03-25 02:43:20,5.45513431056017
WM_1118,2018-11-08 18:03:20,11.9887547597146
WM_23657,2019-05-19 06:23:20,4.121859992218551
WM_37530,2019-09-02 20:23:20,6.963463043594543
WM_29981,2019-07-06 08:03:20,3.8869120007486173
WM_40227,2019-09-22 20:43:20,7.224306580811683
WM_1525,2018-11-11 23:43:20,6.125532313012694
WM_2323,2018-11-17 16:13:20,3.6609401256700402
WM_19419,2019-04-07 21:43:20,6.739407633902677
WM_18221,2019-03-25 13:43:20,3.2842047102881025
WM_22827,2019-05-13 10:53:20,2.352886100868093
WM_37941,2019-09-05 16:53:20,5.267647038980889
WM_18696,2019-03-29 17:43:20,3.364229915288482
WM_39197,2019-09-14 22:33:20,7.451903939444687
WM_13378,2019-02-12 12:13:20,6.267155573296677
WM_29514,2019-07-02 23:53:20,7.683998448699292
WM_20666,2019-04-27 10:23:20,3.4913173113060316
WM_1354,2018-11-10 17:43:20,3.079045207839105
WM_39840,2019-09-19 10:03:20,3.3403371050324835
WM_12741,2019-02-07 19:23:20,6.157026285034025
WM_11752,2019-01-31 20:03:20,10.83406690031382
WM_2001,2018-11-15 10:03:20,4.657006213631326
WM_19586,2019-04-09 05:13:20,3.9888374079084965
WM_25038,2019-05-29 23:23:20,5.620966267625597
WM_39554,2019-09-17 10:23:20,2.6248101283814336
WM_12904,2019-02-08 23:03:20,6.099899206847809
WM_36694,2019-08-26 00:23:20,6.568930638207469
WM_34522,2019-08-10 06:23:20,3.567836897237196
WM_8354,2019-01-05 22:33:20,9.75607640669133
WM_677,2018-11-05 06:43:20,2.559446332440736
WM_25764,2019-06-05 13:13:20,4.599958669366746
WM_16078,2019-03-06 10:13:20,8.839533121484232
WM_7290,2018-12-29 10:23:20,10.20565174226139
WM_18298,2019-03-26 04:13:20,2.6851438610037963
WM_22074,2019-05-07 23:43:20,5.96382634819312
WM_28715,2019-06-27 04:43:20,6.259729600501681
WM_24669,2019-05-26 11:43:20,4.592339255626737
WM_27581,2019-06-18 21:13:20,6.5052381554771825
WM_4217,2018-12-04 23:53:20,5.696308553628609
WM_1060,2018-11-08 08:03:20,2.630029275015819
WM_11788,2019-02-01 02:03:20,7.378232204601332
WM_5520,2018-12-16 11:03:20,7.03313999967676
WM_13297,2019-02-11 21:03:20,3.310143168345396
WM_14468,2019-02-20 15:33:20,8.033997671196193
WM_38965,2019-09-13 00:03:20,6.958793745168649
WM_33740,2019-08-04 17:03:20,6.808099242859377
WM_24325,2019-05-23 22:13:20,6.665075334889058
WM_7300,2018-12-29 12:03:20,9.88158344874013
WM_25751,2019-06-05 10:53:20,4.658052036783874
WM_4599,2018-12-07 19:13:20,8.030581220980837
WM_13819,2019-02-15 19:23:20,9.346758504033444
WM_1400,2018-11-11 02:03:20,4.949728425139031
WM_5810,2018-12-18 13:03:20,7.963692730571819
WM_31877,2019-07-19 21:53:20,7.258519615432962
WM_6638,2018-12-24 19:43:20,10.34095732085582
WM_21861,2019-05-06 12:13:20,4.318334841677195
WM_38854,2019-09-12 05:33:20,8.048822543344127
WM_35192,2019-08-14 23:03:20,7.029503487376675
WM_15524,2019-02-28 18:13:20,13.52357960338906
WM_39762,2019-09-18 21:03:20,7.404181622494563
WM_1677,2018-11-13 01:23:20,3.7973806376324926
WM_30487,2019-07-10 01:03:20,7.849390133617316
WM_28108,2019-06-22 19:53:20,7.577592739481485
WM_1173,2018-11-09 04:33:20,3.4913487477050986
WM_38104,2019-09-06 20:03:20,7.699056179249388
WM_33708,2019-08-04 11:43:20,4.954202065751763
WM_5710,2018-12-17 19:43:20,5.383348824323005
WM_9131,2019-01-11 11:43:20,6.565827140389826
WM_27368,2019-06-17 08:33:20,2.8010936332484704
WM_6290,2018-12-22 02:23:20,8.314200620105309
WM_39569,2019-09-17 12:53:20,4.221230570853696
WM_4462,2018-12-06 19:33:20,8.354665736545908
WM_18269,2019-03-25 23:23:20,2.762006120461909
WM_20718,2019-04-27 19:03:20,4.68664358939897
WM_9069,2019-01-11 01:23:20,7.56803350791527
WM_40064,2019-09-21 17:33:20,8.251084547168867
WM_18319,2019-03-26 07:43:20,6.279479075204009
WM_19859,2019-04-17 16:13:20,5.1645357821441875
WM_8317,2019-01-05 16:23:20,7.168718796677983
WM_37997,2019-09-06 02:13:20,6.973821786832588
WM_27496,2019-06-18 06:33:20,5.671464469785555
WM_35835,2019-08-20 00:13:20,6.048156213261589
WM_25495,2019-06-02 18:53:20,4.84325367251881
WM_6754,2018-12-25 15:03:20,13.027733406467403
WM_8914,2019-01-09 23:03:20,3.6047926220747715
WM_3385,2018-11-28 15:43:20,2.6524978912633848
WM_22206,2019-05-08 22:13:20,4.365779400565872
WM_18913,2019-04-03 21:33:20,3.8798600083877766
WM_19326,2019-04-07 06:03:20,3.3517999960202
WM_23644,2019-05-19 04:13:20,6.254062721312972
WM_9260,2019-01-12 09:23:20,2.532221505356526
WM_10714,2019-01-23 06:13:20,9.358430266234288
WM_16480,2019-03-09 07:23:20,7.884390371892908
WM_16011,2019-03-05 21:43:20,6.1458036153640165
WM_5670,2018-12-17 13:03:20,6.5488323409236635
WM_10261,2019-01-19 17:43:20,13.012272183520393
WM_13790,2019-02-15 14:33:20,8.569353860032296
WM_9508,2019-01-14 03:33:20,6.702488722219978
WM_22379,2019-05-10 04:13:20,2.975480074220899
WM_3630,2018-11-30 09:33:20,8.810494549759632
WM_10125,2019-01-18 18:13:20,11.573622224421756
WM_3133,2018-11-26 20:53:20,5.225862569083739
WM_18004,2019-03-23 21:13:20,5.605282819494474
WM_33780,2019-08-04 23:43:20,7.912778827247945
WM_9635,2019-01-15 01:43:20,9.655460434477837
WM_2136,2018-11-16 08:53:20,9.19620856547599
WM_34206,2019-08-08 00:53:20,6.26317938860358
WM_26358,2019-06-09 23:23:20,6.065016487351116
WM_40254,2019-09-23 01:13:20,7.529799014285062
WM_2076,2018-11-15 22:33:20,2.933730582491631
WM_16588,2019-03-11 17:33:20,5.2462468581651045
WM_9829,2019-01-16 12:13:20,7.909789662329701
WM_22649,2019-05-12 03:13:20,4.9150908110229095
WM_22220,2019-05-09 00:33:20,3.572978978152967
WM_18785,2019-03-31 16:03:20,3.922357013851249
WM_6446,2018-12-23 10:53:20,10.33968323959811
WM_29059,2019-06-29 17:53:20,7.121958248190399
WM_19253,2019-04-06 14:53:20,3.3165637572739635
WM_37900,2019-09-05 10:03:20,4.599533902661405
WM_25225,2019-05-31 13:13:20,3.4682541048596267
WM_15766,2019-03-04 01:13:20,8.011221966090671
