tracking_id,datetime,windmill_generated_power(kW/h)
WM_19817,2019-04-17 08:53:20,2.4479751574360695
WM_18723,2019-03-30 07:43:20,2.9042927398340237
WM_34552,2019-08-10 11:33:20,3.261602483148126
WM_28570,2019-06-26 03:53:20,7.292018458246083
WM_36934,2019-08-27 16:43:20,3.567883698879779
WM_46,2018-10-29 04:43:20,7.319637720491961
WM_5545,2018-12-16 15:13:20,4.171481773512399
WM_6959,2018-12-27 01:53:20,10.142451989713436
WM_9565,2019-01-14 13:43:20,8.068953513085107
WM_33379,2019-08-02 03:33:20,2.97186154845267
WM_24358,2019-05-24 04:23:20,5.6854745220199066
WM_38536,2019-09-10 00:23:20,8.101869781842256
WM_30740,2019-07-11 20:33:20,7.211333036711647
WM_32731,2019-07-28 12:23:20,5.389474491917508
WM_14062,2019-02-17 14:03:20,8.154533202759668
WM_15294,2019-02-27 03:03:20,10.978418742133263
WM_36014,2019-08-21 06:03:20,5.481287829607699
WM_5050,2018-12-11 01:23:20,11.944616075121951
WM_17819,2019-03-22 11:53:20,2.623570163734028
WM_1759,2018-11-13 16:23:20,3.8678488239497972
WM_27254,2019-06-16 12:13:20,4.389939334578824
WM_14482,2019-02-20 17:53:20,7.2263276250086035
WM_40277,2019-09-23 05:03:20,4.3264019647609695
WM_23364,2019-05-17 04:43:20,5.759596716570246
WM_35071,2019-08-14 02:53:20,8.623959866549457
WM_1240,2018-11-09 20:43:20,5.176721250689213
WM_193,2018-10-30 05:43:20,8.377342042948092
WM_31417,2019-07-16 15:23:20,7.450104889031444
WM_37853,2019-09-05 02:13:20,5.882982214715209
WM_34415,2019-08-09 12:13:20,2.7730036770639175
WM_20130,2019-04-22 05:03:20,3.4772623640883444
WM_36985,2019-08-28 01:13:20,3.6871858381969944
WM_32816,2019-07-29 02:53:20,7.4736321484148185
WM_9659,2019-01-15 06:03:20,9.138346753799818
WM_34192,2019-08-07 22:13:20,5.52903216032598
WM_7124,2018-12-28 06:43:20,8.812548499492706
WM_35945,2019-08-20 18:33:20,5.584603464162432
WM_29448,2019-07-02 12:43:20,3.8812222613371206
WM_26129,2019-06-08 07:53:20,3.775783836501574
WM_3566,2018-11-29 22:53:20,6.648109284135436
WM_1340,2018-11-10 15:23:20,3.068997769389474
WM_14304,2019-02-19 08:33:20,6.593017737644576
WM_22513,2019-05-11 04:33:20,4.972268399927978
WM_15672,2019-03-01 19:03:20,11.468154255727157
WM_28793,2019-06-27 17:53:20,2.1915291597018243
WM_13683,2019-02-14 16:33:20,7.210832274373009
WM_8450,2019-01-06 15:23:20,8.033153167192213
WM_39606,2019-09-17 19:03:20,7.694992889594862
WM_33792,2019-08-05 01:43:20,8.371338817425396
WM_39434,2019-09-16 14:23:20,3.0422132259264267
WM_16883,2019-03-14 00:13:20,3.8177862889874077
WM_16423,2019-03-08 21:13:20,5.365229294593758
WM_19378,2019-04-07 14:43:20,3.86800564625644
WM_35176,2019-08-14 20:23:20,8.128109959469002
WM_39649,2019-09-18 02:13:20,6.0108140540884465
WM_16624,2019-03-11 23:43:20,2.927116003256502
WM_25236,2019-05-31 15:13:20,3.8653953565926185
WM_30165,2019-07-07 15:13:20,2.7700039612505765
WM_11229,2019-01-26 21:13:20,11.316152666682223
WM_22495,2019-05-11 01:33:20,5.577003379976534
WM_1410,2018-11-11 03:43:20,2.936482548642188
WM_3502,2018-11-29 11:23:20,3.6698612606931214
WM_11799,2019-02-01 03:53:20,9.174452716669107
WM_22334,2019-05-09 20:43:20,5.77252716779163
WM_37802,2019-09-04 17:43:20,3.4252089480105927
WM_6663,2018-12-24 23:53:20,9.953724796347851
